35100856570000	2	-17.5625	38.3125	-10.25
35100856570000	1	0	0	9.69769
35100935336000	2	-17.8125	38.0625	-9.75
35100935336000	1	-0.040861	0.040861	9.69769
35101014315000	2	-17.8125	37.8125	-9.75
35101014315000	1	-0.040861	0	9.69769
35101093356000	2	-17.8125	37.5	-10
35101093356000	1	-0.040861	-0.040861	9.72493
35101172427000	2	-17.8125	37.8125	-10
35101172427000	1	-0.040861	0.040861	9.65683
35101251437000	2	-18.0625	37.5	-10
35101251437000	1	-0.040861	0	9.69769
35101330355000	2	-17.8125	37.5	-9.5
35101409518000	2	-17.3125	38.0625	-9.25
35101409518000	1	0	0	9.69769
35101487704000	2	-17.5625	37.8125	-9.25
35101487704000	1	0	0.040861	9.69769
35101566623000	2	-17.0625	38.0625	-9.75
35101566623000	1	-0.040861	0.040861	9.69769
35101645633000	2	-16.8125	38.0625	-10
35101645633000	1	0	0.040861	9.69769
35101724551000	2	-17.3125	37.5	-10.25
35101724551000	1	-0.040861	0	9.65683
35101803622000	2	-17.0625	37.5	-10.25
35101803622000	1	0	0	9.65683
35101882449000	2	-17.3125	37.5	-10.25
35101882449000	1	0	0	9.69769
35101961276000	2	-17.8125	37.5	-10.8125
35101961276000	1	-0.040861	0.040861	9.69769
35102040774000	2	-17.3125	37.8125	-10.5625
35102040774000	1	-0.0817221	-0.040861	9.65683
35102119723000	1	-0.0817221	0	9.69769
35102198794000	3	26	0	-1
35102198794000	2	-17.0625	37.8125	-10
35102198794000	1	-0.190685	-0.040861	9.65683
35102277011000	2	-16.5625	37.8125	-9.5
35102277011000	1	-0.190685	-0.040861	9.69769
35102356051000	3	26	0	-2
35102356051000	2	-17.0625	37.5	-10
35102356051000	1	-0.272407	-0.040861	9.76579
35102435336000	3	26	0	-3
35102435336000	2	-16.5625	37.25	-9.75
35102435336000	1	-0.531194	-0.040861	9.91561
35102514529000	3	26	1	-8
35102514529000	2	-14.8125	37.5	-9.75
35102514529000	1	-1.33479	-0.0817221	9.65683
35102607241000	3	25	0	-14
35102607241000	2	-12.5	37.8125	-9.75
35102607241000	1	-2.3427	-0.040861	9.49338
35102684909000	3	21	1	-22
35102684909000	2	-8.1875	37.8125	-8.5
35102684909000	1	-3.56853	-0.231546	9.00305
35102763156000	3	16	1	-27
35102763156000	2	-4.125	38.3125	-7.75
35102763156000	1	-4.37213	-0.190685	8.73064
35102842654000	3	11	1	-30
35102842654000	2	-0.5625	38.5625	-6.1875
35102842654000	1	-4.94419	-0.108963	8.47186
35102922397000	3	6	1	-33
35102922397000	2	3	38.0625	-4.6875
35102922397000	1	-5.47538	-0.149824	8.30841
35103002108000	3	2	1	-38
35103002108000	2	5.5	38.3125	-3.1875
35103002108000	1	-6.17002	-0.108963	7.77722
35103083438000	3	358	1	-43
35103083438000	2	9.3125	37.5	-2.9375
35103083438000	1	-6.78293	-0.149824	7.24603
35103164126000	3	357	1	-48
35103164126000	2	12.875	36.5	-3.1875
35103164126000	1	-7.39585	-0.190685	6.74207
35103243686000	3	353	1	-53
35103243686000	2	16.1875	36.75	-2.4375
35103243686000	1	-7.92704	-0.190685	5.97933
35103324130000	3	349	1	-56
35103324130000	2	19.5	36.25	-1.375
35103324130000	1	-8.30841	-0.190685	5.66606
35103403628000	3	348	1	-64
35103403628000	2	21.5	36.25	1.375
35103403628000	1	-8.85323	-0.108963	4.39937
35103484073000	3	344	1	-66
35103484073000	2	23.3125	36.75	4.4375
35103484073000	1	-9.11201	-0.231546	4.05886
35103566226000	3	343	1	-72
35103566226000	2	24.8125	36.5	7
35103566226000	1	-9.38442	-0.231546	3.10544
35103645480000	3	342	1	-75
35103645480000	2	25.5625	36.25	9.25
35103645480000	1	-9.5751	-0.231546	2.53338
35103724917000	3	341	1	-78
35103724917000	2	26.5625	36.75	11.8125
35103724917000	1	-9.69769	-0.231546	2.07029
35103804232000	3	340	1	-80
35103804232000	2	26.8125	36.5	13.5625
35103804232000	1	-9.76579	-0.231546	1.72978
35103883517000	3	339	1	-82
35103883517000	2	27.375	36.5	15.375
35103883517000	1	-9.76579	-0.231546	1.30755
35103962771000	3	338	1	-85
35103962771000	2	27.875	37	17.125
35103962771000	1	-9.80665	-0.231546	0.762739
35104041171000	3	337	2	-88
35104041171000	2	27.625	36.75	18.625
35104041171000	1	-9.72493	-0.272407	0.0817221
35104119296000	3	336	2	-88
35104119296000	2	27.875	36.75	20.6875
35104119296000	1	-9.72493	-0.272407	0.272407
35104198550000	3	335	2	-87
35104198550000	2	27.375	36.75	21.9375
35104198550000	1	-9.76579	-0.272407	0.422231
35104277743000	3	331	1	-86
35104277743000	2	27.375	36.5	22.4375
35104277743000	1	-9.76579	-0.190685	0.612916
35104357119000	3	331	2	-87
35104357119000	2	27.375	36.5	22.1875
35104357119000	1	-9.72493	-0.272407	0.340509
35104435305000	3	331	1	-87
35104435305000	2	27.625	36.25	21.6875
35104435305000	1	-9.76579	-0.231546	0.422231
35104514560000	3	331	1	-86
35104514560000	2	27.875	36	21.4375
35104514560000	1	-9.80665	-0.231546	0.572055
35104594455000	3	331	2	-84
35104594455000	2	28.125	35.75	20.4375
35104594455000	1	-9.80665	-0.272407	0.953424
35104674929000	3	330	1	-79
35104674929000	2	28.125	36	18.9375
35104674929000	1	-9.69769	-0.231546	1.92047
35104754245000	3	330	1	-74
35104754245000	2	27.375	36.25	16.375
35104754245000	1	-9.46614	-0.190685	2.72407
35104833529000	3	330	1	-65
35104833529000	2	26.5625	36.5	12.0625
35104833529000	1	-8.96219	-0.190685	4.18145
35104912906000	3	330	1	-60
35104912906000	2	25.3125	36.5	8.5
35104912906000	1	-8.58082	-0.149824	4.86246
35104992343000	3	331	1	-56
35104992343000	2	24.0625	36.75	4.6875
35104992343000	1	-8.19945	-0.190685	5.47538
35105070529000	3	332	1	-50
35105070529000	2	22	36.75	1.125
35105070529000	1	-7.54567	-0.149824	6.27898
35105149813000	3	336	1	-43
35105149813000	2	19.5	36.5	-1.125
35105149813000	1	-6.78293	-0.190685	7.27327
35105229464000	3	340	1	-36
35105229464000	2	16.4375	37	-4.1875
35105229464000	1	-5.85675	-0.108963	7.9679
35105312655000	3	344	1	-31
35105312655000	2	12.625	36.5	-7.5
35105312655000	1	-4.90333	-0.149824	8.30841
35105392032000	3	349	1	-20
35105392032000	2	8.0625	36.5	-10.25
35105392032000	1	-3.44595	-0.108963	9.34356
35105471316000	3	354	1	-15
35105471316000	2	4	37	-13.3125
35105471316000	1	-2.53338	-0.108963	9.38442
35105550784000	3	359	0	-9
35105550784000	2	-0.3125	36.75	-15.875
35105550784000	1	-1.45738	-0.040861	9.65683
35105630313000	3	4	0	-3
35105630313000	2	-4.625	37	-16.875
35105630313000	1	-0.572055	-0.040861	9.76579
35105712588000	3	8	0	-1
35105712588000	2	-7.9375	37.25	-17.625
35105712588000	1	-0.108963	0	9.72493
35105791903000	3	12	0	-1
35105791903000	2	-10.5	37	-17.875
35105791903000	1	-0.108963	0	9.76579
35105871005000	3	13	0	-1
35105871005000	2	-12.25	37	-17.875
35105871005000	1	-0.149824	-0.040861	9.69769
35105950503000	3	14	0	0
35105950503000	2	-12.75	37.25	-18.125
35105950503000	1	-0.040861	0	9.72493
35106030276000	3	15	0	0
35106030276000	2	-12.25	36.25	-18.125
35106030276000	1	-0.040861	0.040861	9.69769
35106108462000	3	16	0	0
35106108462000	2	-12.25	36.25	-17.625
35106108462000	1	-0.040861	-0.040861	9.65683
35106187655000	2	-12	36.25	-17.625
35106187655000	1	-0.040861	0	9.76579
35106267184000	2	-12	35.75	-17.125
35106267184000	1	0.040861	0	9.65683
35106346255000	3	16	0	1
35106346255000	2	-12.5	36	-17.375
35106346255000	1	0.0817221	0.040861	9.72493
35106425448000	3	16	0	2
35106425448000	2	-13	36	-17.375
35106425448000	1	0.272407	0.040861	9.88837
35106504702000	3	17	0	7
35106504702000	2	-15.0625	36	-17.625
35106504702000	1	1.14411	0.0817221	9.53424
35106584048000	3	17	0	15
35106584048000	2	-17.8125	36.25	-17.375
35106584048000	1	2.45166	0.0817221	9.3027
35106664370000	3	17	0	26
35106664370000	2	-21.875	36.75	-16.625
35106664370000	1	4.18145	-0.040861	8.4991
35106742831000	3	18	0	33
35106742831000	2	-26.9375	36.75	-15.625
35106742831000	1	5.09401	0.0817221	7.92704
35106821017000	3	19	0	38
35106821017000	2	-31.5625	36.75	-13.0625
35106821017000	1	5.85675	0.0817221	7.62739
35106900302000	3	23	-1	44
35106900302000	2	-36.125	36.75	-11.0625
35106900302000	1	6.70121	0.190685	6.93276
35106979983000	3	23	0	53
35106979983000	2	-39.625	37.25	-8
35106979983000	1	7.58653	0.040861	5.74779
35107059512000	3	23	0	62
35107059512000	2	-42.9375	37.5	-5.1875
35107059512000	1	8.34927	0.040861	4.39937
35107137729000	3	23	-1	67
35107137729000	2	-46	37.8125	-2.1875
35107137729000	1	8.85323	0.108963	3.67749
35107217166000	3	24	-1	67
35107217166000	2	-48.3125	38.0625	0.375
35107217166000	1	8.96219	0.149824	3.86818
35107296511000	3	25	-1	70
35107296511000	2	-50.3125	38.0625	3.1875
35107296511000	1	9.15287	0.108963	3.25526
35107375766000	3	25	-1	78
35107375766000	2	-51.8125	38.0625	6.75
35107375766000	1	9.38442	0.108963	1.92047
35107455203000	3	25	-1	79
35107455203000	2	-52.875	37.8125	9.75
35107455203000	1	9.46614	0.149824	1.79789
35107534457000	3	25	-1	82
35107534457000	2	-53.875	37.5	12.5625
35107534457000	1	9.61597	0.149824	1.33479
35107613711000	3	26	-1	82
35107613711000	2	-54.375	37.25	14.875
35107613711000	1	9.61597	0.108963	1.37566
35107705142000	3	27	-1	82
35107705142000	2	-54.625	37.8125	15.625
35107705142000	1	9.65683	0.149824	1.30755
35107782870000	3	27	0	85
35107782870000	2	-54.875	38.0625	16.375
35107782870000	1	9.65683	0.0817221	0.912563
35107860904000	3	28	-1	81
35107860904000	2	-54.625	38.3125	17.125
35107860904000	1	9.61597	0.108963	1.45738
35107939151000	3	28	-1	88
35107939151000	2	-54.875	38.5625	17.375
35107939151000	1	9.80665	0.108963	0.340509
35108018496000	3	28	-180	89
35108018496000	2	-54.875	38.3125	18.125
35108018496000	1	9.91561	0.0817221	-0.0817221
35108098086000	3	28	-1	86
35108098086000	2	-54.375	38.5625	18.125
35108098086000	1	9.72493	0.108963	0.653777
35108176242000	3	28	-1	88
35108176242000	2	-54.375	38.5625	18.625
35108176242000	1	9.84751	0.108963	0.38137
35108255496000	3	28	0	89
35108255496000	2	-54.375	38.8125	18.9375
35108255496000	1	9.88837	0.0817221	0.231546
35108335025000	3	28	0	88
35108335025000	2	-54.625	38.5625	19.1875
35108335025000	1	9.84751	0.0817221	0.340509
35108414340000	3	28	-1	87
35108414340000	2	-54.875	38.8125	19.4375
35108414340000	1	9.80665	0.149824	0.463092
35108493808000	3	28	-1	86
35108493808000	2	-55.125	38.8125	18.625
35108493808000	1	9.69769	0.108963	0.694638
35108573123000	3	29	-1	80
35108573123000	2	-54.125	38.3125	17.125
35108573123000	1	9.42528	0.108963	1.64806
35108652682000	3	33	-1	72
35108652682000	2	-53.625	38.5625	14.0625
35108652682000	1	9.15287	0.108963	2.95562
35108731112000	3	34	0	64
35108731112000	2	-52.625	38.3125	10.5625
35108731112000	1	8.73064	0.0817221	4.18145
35108811862000	3	35	-1	58
35108811862000	2	-51.3125	38.0625	6.5
35108811862000	1	8.11773	0.149824	4.98505
35108891269000	3	36	0	49
35108891269000	2	-49.5625	38.0625	1.875
35108891269000	1	7.20516	0.040861	6.3607
35108970950000	3	37	0	42
35108970950000	2	-46.25	37.8125	-2.4375
35108970950000	1	6.23812	0	6.82379
35109050540000	3	38	-3	30
35109050540000	2	-42.6875	37.25	-6.5
35109050540000	1	5.05315	0.463092	8.92133
35109129947000	3	38	0	31
35109129947000	2	-38.875	37	-9.5
35109129947000	1	4.90333	0	8.07687
35109209323000	3	38	0	27
35109209323000	2	-35.3125	36.75	-11.5625
35109209323000	1	4.33127	0.0817221	8.68978
35109288791000	3	37	0	24
35109288791000	2	-32.5625	36.25	-13.3125
35109288791000	1	3.90904	0	8.62168
35109368319000	3	36	0	20
35109368319000	2	-30	36.25	-14.5625
35109368319000	1	3.25526	0.040861	8.81236
35109447604000	3	35	0	13
35109447604000	2	-27.5	36.5	-15.875
35109447604000	1	2.22012	0.0817221	9.46614
35109527011000	3	34	0	10
35109527011000	2	-24.6875	36.5	-17.125
35109527011000	1	1.64806	0.0817221	9.49338
35109606265000	3	33	0	8
35109606265000	2	-21.625	37	-16.875
35109606265000	1	1.22583	0	9.27546
35109685794000	3	32	0	1
35109685794000	2	-18.875	36.75	-17.375
35109685794000	1	0.231546	0.0817221	9.80665
35109765963000	3	31	0	1
35109765963000	2	-17.0625	37	-15.125
35109765963000	1	0.0817221	0.0817221	9.61597
35109845340000	3	30	0	0
35109845340000	2	-16.5625	37.25	-12.5625
35109845340000	1	0.040861	0.040861	9.69769
35109923617000	3	29	0	0
35109923617000	2	-16.5625	37.25	-10.8125
35109923617000	1	0	0	9.72493
35110002078000	3	28	0	0
35110002078000	2	-17.5625	38.0625	-9
35110002078000	1	-0.040861	0	9.69769
35110081851000	2	-17.5625	37.8125	-9.5
35110081851000	1	0	0	9.65683
35110160220000	2	-17.5625	37.5	-9.75
35110160220000	1	0	-0.040861	9.69769
35110238589000	1	-0.040861	0	9.65683
35110317019000	3	27	0	0
35110317019000	2	-17.0625	37.8125	-9.25
35110317019000	1	-0.0817221	-0.040861	9.65683
35110395358000	2	-17.0625	37.5	-9
35110395358000	1	0	0.040861	9.72493
35110473880000	3	27	3	-1
35110473880000	2	-16.5625	38.0625	-9
35110473880000	1	-0.190685	-0.463092	9.80665
35110552951000	3	26	4	-1
35110552951000	2	-16.3125	39.0625	-9
35110552951000	1	-0.190685	-0.762739	9.80665
35110632235000	3	26	9	-2
35110632235000	2	-16.3125	40.5625	-8
35110632235000	1	-0.38137	-1.6072	9.69769
35110710757000	3	25	15	-2
35110710757000	2	-16.0625	43.625	-6.5
35110710757000	1	-0.422231	-2.53338	9.46614
35110789859000	3	25	22	-2
35110789859000	2	-16.5625	47.4375	-3.9375
35110789859000	1	-0.38137	-3.63663	8.85323
35110869418000	3	24	28	-2
35110869418000	2	-16.3125	51.25	-0.875
35110869418000	1	-0.38137	-4.67178	8.66254
35110949191000	3	24	37	-3
35110949191000	2	-16.3125	55.0625	2.6875
35110949191000	1	-0.531194	-5.78865	7.65464
35111027652000	3	23	44	-1
35111027652000	2	-16.8125	58.875	6.75
35111027652000	1	-0.149824	-6.74207	7.01448
35111106021000	3	23	52	0
35111106021000	2	-17.0625	61.6875	11.3125
35111106021000	1	0	-7.58653	6.02019
35111184512000	3	23	60	0
35111184512000	2	-17.3125	64.75	16.875
35111184512000	1	-0.040861	-8.43099	4.90333
35111262973000	3	23	67	0
35111262973000	2	-17.5625	66.3125	22.4375
35111262973000	1	0	-8.96219	3.86818
35111341494000	3	23	76	0
35111341494000	2	-17.5625	67.3125	28.3125
35111341494000	1	-0.040861	-9.49338	2.3427
35111419864000	3	23	85	0
35111419864000	2	-17.0625	67.3125	34.125
35111419864000	1	0	-9.84751	0.844462
35111498355000	3	23	92	1
35111498355000	2	-17.8125	65.5	39.4375
35111498355000	1	0.108963	-10.0382	-0.38137
35111581881000	3	23	97	1
35111581881000	2	-17.8125	63.75	44.8125
35111581881000	1	0.231546	-10.0382	-1.22583
35111659793000	3	23	100	0
35111659793000	2	-17.8125	61.6875	49.125
35111659793000	1	0.040861	-9.99734	-1.83875
35111737613000	3	23	102	0
35111737613000	2	-18.3125	59.9375	52.4375
35111737613000	1	0.0817221	-9.91561	-2.07029
35111815921000	2	-18.3125	58.625	53.9375
35111815921000	1	0.0817221	-9.91561	-2.02943
35111894381000	3	23	102	1
35111894381000	2	-18.3125	58.125	54.9375
35111894381000	1	0.149824	-9.91561	-2.07029
35111973147000	3	23	101	0
35111973147000	2	-18.0625	57.875	54.9375
35111973147000	1	0.0817221	-9.95647	-1.92047
35112051577000	3	23	101	1
35112051577000	2	-18.0625	57.875	54.4375
35112051577000	1	0.108963	-9.95647	-1.92047
35112129916000	3	23	100	1
35112129916000	2	-18.0625	58.875	53.9375
35112129916000	1	0.108963	-10.0382	-1.68892
35112208560000	3	23	97	2
35112208560000	2	-17.5625	60.1875	52.125
35112208560000	1	0.299648	-10.0382	-1.18497
35112287234000	3	22	89	0
35112287234000	2	-17.8125	61.6875	49.875
35112287234000	1	0.040861	-9.88837	0.149824
35112365634000	3	21	80	0
35112365634000	2	-17.8125	64	46.3125
35112365634000	1	-0.040861	-9.5751	1.6072
35112444125000	3	20	70	1
35112444125000	2	-17.5625	65	40.5
35112444125000	1	0.190685	-9.08477	3.36423
35112522738000	3	19	56	-1
35112522738000	2	-18.0625	66	33.375
35112522738000	1	-0.149824	-8.11773	5.47538
35112601138000	3	19	49	-1
35112601138000	2	-17.8125	66	26.25
35112601138000	1	-0.231546	-7.35499	6.46967
35112679782000	3	19	40	-1
35112679782000	2	-17.3125	64.5	18.375
35112679782000	1	-0.149824	-6.23812	7.39585
35112758242000	3	19	32	-1
35112758242000	2	-17.0625	62.75	12.3125
35112758242000	1	-0.108963	-5.05315	8.00876
35112837039000	3	19	24	-3
35112837039000	2	-16.5625	59.4375	7
35112837039000	1	-0.463092	-3.97714	8.7715
35112915591000	3	19	16	-3
35112915591000	2	-16.0625	54.8125	1.875
35112915591000	1	-0.572055	-2.64235	9.2346
35112994082000	3	19	6	-2
35112994082000	2	-16.0625	50.5	-1.875
35112994082000	1	-0.272407	-1.11687	9.88837
35113072543000	3	19	0	-1
35113072543000	2	-15.8125	45.6875	-5.4375
35113072543000	1	-0.231546	-0.0817221	10.5013
35113151004000	3	19	1	0
35113151004000	2	-16.0625	41.625	-8
35113151004000	1	-0.0817221	-0.0817221	9.69769
35113229464000	3	20	0	0
35113229464000	2	-16.5625	39.0625	-9.25
35113229464000	1	0.040861	0	9.65683
35113308017000	3	21	-1	0
35113308017000	2	-17.0625	37.8125	-10.25
35113308017000	1	0.040861	0.108963	9.61597
